278,280,2123479452
280,281,133968341
280,282,1989461111
282,283,59447000
282,284,1929964111
284,285,1839014111
284,277,90900000
285,286,1724164111
285,33278,114800000
286,20524,41610101
286,289,1682504010
289,290,51760006
289,291,1630694004
292,293,50000000
292,294,100000000
292,18,3852301
292,3569,3852301
292,2093,3852301
292,298,3852262
302,2700,40000000
302,302,26960
2700,302,200000
2700,2700,39700000
305,51291,498400001
305,307,300000
308,309,399350000
308,310,100000
311,312,120000
311,313,1999450000
314,315,380000
314,316,282279236
317,318,110000
317,319,1476868230
320,321,1648780000
320,322,510000
323,183,400000
323,324,50000
325,326,999700000
325,327,100000
328,329,84360298
328,330,130000
331,332,110000
331,59494,100124782
334,335,909484460
334,10253,49040000
337,338,510000
337,339,166893840
340,341,99570000
340,342,210000
343,344,84840657
343,345,120000
346,347,29950000
346,21485,30000000
349,350,100000
349,351,236590000
352,353,250000
352,21267,199530000
355,356,100000000
355,357,445026600
1014,2700,3480000
1014,1014,19876640
2700,1014,17400
2700,2700,3362600
360,86289,30000000
360,362,1315000
363,364,4849163354
363,365,250000
366,367,100000
366,368,25680000
369,2700,2500000
369,369,2087826
371,372,60778001
371,611,9648999
374,375,322470000
374,376,100000000
86371,378,16600000
86371,379,2975801659
86371,380,294900000
45925,41369,263012028
45925,383,26696000
45925,2116,384231972
385,86371,3081750000
385,60160,1193500000
385,57943,20900000
389,390,4000000000
389,391,23000000
389,392,39500000
389,393,23324668908
394,395,68180000
394,109,893980000
394,397,1892237
400,401,200000000
400,402,950000000
400,403,1185932
406,41369,23330539
406,408,20289250
406,86371,104924048
406,28402,18900000
406,411,45506163
2700,413,27500
2700,2700,70596842
2700,222,2935500
2700,2700,34617540
2700,48796,2670130
2700,2700,94639622
2700,420,100000
2700,2700,29077148
2700,421,38850
2700,2700,12666738
2700,302,40076960
2700,2700,40847763
2700,77554,5460
2700,2700,51475779
2700,426,5460
2700,2700,9137543
2700,421,11700
2700,2700,34345300
2700,427,18725914
2700,2700,46181534
2700,369,12500
2700,2700,26528568
2700,420,25000
2700,2700,15650569
2700,429,102345942
2700,2700,43461836
2700,430,133756533
2700,2700,32795695
2700,420,26701306
2700,2700,38193370
431,611,473977000
431,1305,1966721
435,436,400000
435,437,1818805
86132,86132,3170000
86132,440,1162685
86132,440,1632600
86132,86132,3181100
86132,440,1489500
86132,86132,1530500
85445,2571,1728309
85445,85445,65374
85445,446,2297093
85445,85445,607447
85445,2571,1021270
85445,85445,313654
105,449,90000000
105,450,1846398
451,452,200000000
451,453,1537426
452,455,200000000
452,456,1766198
457,362,1575249
457,459,10000000
461,485,20899000
461,463,2677262
121,465,100000000
121,466,2227301
293,19415,50000000
293,468,2814382
395,42958,68180000
395,470,1499150
144,471,124029979
144,472,2089767
401,681,200000000
401,18,144322
475,476,572590000
475,477,252770201
228,479,100000000
228,480,1562023
481,48,3068400
481,659,9127754
484,485,46150000
484,486,3394335
488,489,5000000
488,490,995000000
488,491,2086650
489,493,5000000
489,494,1491649
495,496,383000000
495,497,590665800
495,2206,2839902
496,500,383000000
496,4029,2289687
502,503,50000000
502,504,73711000
502,505,3127758
503,507,50000000
503,508,1441225
509,510,24000000
509,511,96000000
509,512,2991909
510,64868,24000000
510,515,2691946
516,517,12789999
516,518,2387210001
516,519,3739464
521,522,330000000
521,551,1240221000
521,524,1298270
522,64868,330000000
522,527,3835560
528,529,31000000
528,530,369000000
528,531,2086650
529,533,31000000
529,534,2186640
535,536,10000000
535,537,210000000
535,538,894142
536,540,10000000
536,4396,3079409
542,543,1020000
542,544,198980000
542,545,3191898
543,547,1020000
543,548,3141937
549,550,26180000
549,551,172820000
549,563,828503
550,554,26180000
550,555,2616198
556,557,64953462
556,109,35046539
556,2573,2196360
561,86371,130000000
561,563,470000000
561,564,86535
566,567,100000000
566,504,2305000000
566,569,3689464
567,571,100000000
567,572,3689466
573,574,10000000
573,109,890000000
573,576,1317949
574,86371,10000000
574,579,1498270
580,581,10000000
580,582,520000000
580,583,2059169
581,585,10000000
581,586,3389456
587,588,100000000
587,589,100000000
587,590,3339419
588,592,100000000
588,593,3789466
594,595,10000000
594,596,92789932
594,597,3739466
599,600,50000000
599,601,1750000000
599,602,318913
600,86371,50000000
600,862,371413
606,607,38350000
606,608,379043058
606,609,940638
607,611,38350000
607,612,1654163
613,614,510900
613,615,270489100
613,616,3839465
614,618,510900
614,619,1439803
86371,621,68263000
86371,86371,1003594
86371,623,29900000
86371,624,513084415
629,630,1400000000
629,631,450127827
629,632,1596303
630,637,1400000000
630,4299,3129446
639,640,600000000
639,631,865000000
639,642,3091937
640,86371,600000000
640,648,3141937
649,57943,29939801
649,86289,702507520
649,86371,1450572
85445,2571,1555906
85445,85445,818986
659,2571,17006232
659,659,6286637
659,2571,15182357
659,659,6250856
85445,2571,1185312
85445,85445,69328
85445,2571,1021270
85445,85445,33437
665,79781,10431255
665,667,44950000
86371,86371,1150266
86371,13714,30447029
113,485,18557000
113,674,981377
557,675,68883428
557,676,3152301
517,677,13030000
517,678,2077301
679,680,200000000
679,681,14000000
679,682,2549113
680,14315,200000000
680,686,2314711
64868,688,103430000
64868,64868,9001
82418,689,1040951
82418,690,1001260780
86371,692,9900000
86371,57943,15700000
86371,86371,1000933
702,57943,24900000
702,704,12000000
702,86371,1446698
64868,715,1000006
64868,716,159614488
48709,719,10000000
48709,720,700000000
48709,721,10000000
48709,722,10000000
48709,723,10000000
48709,724,10000000
48709,725,15000000
48709,726,50000000
48709,727,100000000
48709,728,10000000
48709,729,30000000
48709,730,10000000
48709,731,200000000
48709,732,50000000
48709,733,100000000
48709,734,50000000
48709,83698,10000000
48709,736,50000000
48709,737,10000000
48709,738,25000000
48709,42439,1500000000
48709,740,10000000
48709,741,400000000
48709,742,10000000
48709,743,10000000
48709,65915,25000000
48709,745,10000000
48709,746,10000000
48709,60160,10000000
48709,748,32000000
48709,83698,50000000
48709,750,10000000
48709,751,50000000
48709,752,10000000
48709,86371,31000000
48709,754,25000000
48709,755,10000000
48709,756,330459802
48709,757,20000000
86371,60160,479000000
764,6172,48000000
764,86371,1014808
86371,86371,1000227
86371,14555,9999900000
773,774,1080000
775,776,1990000
777,85993,290000
94,779,199660421
780,781,47150000
782,71620,739990000
784,785,74865000
786,787,37827780
2571,659,8300000
2571,2571,377903
2571,659,3000000
2571,2571,547001
2571,793,1900000
2571,2571,1875597
2571,659,1000000
2571,2571,2775597
2571,85445,1200000
2571,2571,2173212
2571,85445,1200000
2571,2571,2027527
2571,85445,1220000
2571,2571,1991270
2571,85445,1000000
2571,2571,1975597
2571,85445,1000000
2571,2571,1885597
2571,659,9000000
2571,2571,4969142
2571,85445,1410000
2571,2571,2265596
2571,814,1000000
2571,2571,2675596
2571,85445,1070000
2571,2571,2325097
2571,659,1610000
2571,2571,1605596
2571,85445,1000000
2571,2571,2215596
2571,85445,1350000
2571,2571,1865596
2571,659,3500000
2571,2571,447855
2571,659,3000000
2571,2571,942855
2571,659,3000000
2571,2571,266920
2571,85445,1350000
2571,2571,2425597
2571,659,2000000
2571,2571,1538472
2571,659,2000000
2571,2571,1462538
2571,85445,1790000
2571,2571,1437527
2571,85445,1100000
2571,2571,2127527
2571,85445,1790000
2571,2571,1437527
2571,833,1000000
2571,2571,2192823
2571,833,1000000
2571,2571,2162581
2571,85445,1410000
2571,2571,2255597
2571,85445,1790000
2571,2571,1685597
2571,85445,1070000
2571,2571,2241270
2571,837,1920000
2571,2571,1391270
2571,85445,1350000
2571,2571,1896700
2571,659,1610000
2571,2571,1601270
2571,85445,1000000
2571,2571,2211270
2571,659,1000000
2571,2571,2011270
2571,659,1000000
2571,2571,1911270
2571,85445,1800000
2571,2571,1083212
2571,659,1000000
2571,2571,1875597
2571,85445,1000000
2571,2571,1875597
2571,793,1900000
2571,2571,1875597
2571,793,1900000
2571,2571,1875597
2571,814,1260000
2571,2571,2460194
2571,85445,1790000
2571,2571,1785597
2571,833,1000000
2571,2571,2315597
2571,85445,1070000
2571,2571,2241270
2571,833,1000000
2571,2571,2275597
2571,85445,1160000
2571,2571,1853158
853,854,39990000
855,49891,15207894
855,855,57953
857,2700,1000000
857,857,74960000
858,859,3763279098
858,860,5000000
861,862,100100000
861,863,99890000
864,865,53804867
864,866,998261
867,28402,1900000
867,867,15587610
869,870,3970600
869,871,490000
50279,83250,1048433
50279,9137,5100000
875,876,49400
875,877,3659301
878,2219,11862250
878,880,9990000
881,64612,7000000
881,881,945000
63988,9137,1700000
63988,63988,503167
885,886,10000
885,885,18860000
887,888,7820647
887,887,18224903
889,890,15386983
889,889,52188251
891,892,4869969
891,891,12142825
893,897,573990000
893,895,290874682
897,896,574000000
897,897,254974
897,898,2391946
899,900,11060330
899,901,1009670
902,2150,1274601051
902,162,295073
904,905,7868200000
904,860,5000000
906,907,19000000
906,906,15870000
908,909,47958834
908,910,96000000
911,912,49000000
911,911,40000
913,914,42207445
913,915,10000000
916,917,1008985
916,918,7818015
919,920,15000000
919,6564,2884194
922,923,118410000
922,924,2625551
923,52712,118400000
926,927,1007804
926,926,17588560
928,929,2378783000
928,930,1387000
931,932,149990000
931,74238,99990000
934,935,3278345
934,936,1582555618
53809,659,4000000
53809,53809,1880644
939,939,22262146
939,941,11000
942,943,27750
942,3125,99962250
945,946,160000000
945,947,471429376
948,80586,9940600
948,950,49400
951,952,504100000
951,57943,5107000
954,955,49010000
954,956,7180000
957,776,1000000
957,957,990000
958,162,27750
958,959,68062250
960,961,10000000
960,962,3892000
963,964,9590499
963,950,49400
965,966,8781200
965,967,49400
968,967,49400
968,969,9737200
970,2700,1000000
970,970,6269122
972,943,27750
972,1035,43083521
974,975,35009000
974,976,2785000
69037,9137,2100000
69037,83250,1027000
69037,83250,1420429
69037,9137,800000
983,162,27750
983,1035,20824500
83250,69037,2054000
83250,9137,900000
987,2700,2000000
987,987,5995392
988,967,49400
988,989,1706631
990,2700,1110000
990,990,4880000
991,992,49400
991,993,1059800
987,2700,2000000
987,987,5995392
994,995,1585068
994,996,65500
859,860,5000000
859,997,3758269098
997,998,5000000
997,999,3753259098
952,1000,36989000
952,1001,467101000
957,776,900000
957,957,80000
975,1002,33612000
975,1003,1387000
999,1004,3748249098
999,860,5000000
1002,1005,31753000
1002,1006,1849000
1005,1007,27120000
1005,930,4623000
1004,1008,3728239098
1004,1009,20000000
1007,1010,20174000
1007,28877,6936000
1008,860,5000000
1008,1012,3723229098
1013,1014,1000000
1013,1013,3990000
891,1016,4869969
891,891,11992238
1017,1018,74700000
1017,1017,80640000
1019,28402,14006000
1019,1021,457625000
1022,1023,21000000
1022,1024,96278
1025,1026,300000
1025,3125,399690000
1028,1029,1000000
1028,1028,2023478
1030,1031,46967000
1030,1032,31874000
1033,2156,14910000
1033,1035,45042250
1036,1037,4831099
1036,1038,49400
69037,69037,1210667
69037,9137,600000
83250,83250,1001000
83250,9137,155500
69037,72073,1015667
69037,9137,300000
1047,28402,5550106
1047,1047,14894
9137,69037,5500
9137,9137,783500
9137,83250,5500
9137,9137,139000
9137,69037,5500
9137,9137,583500
1050,1051,51289942
1050,1050,8136194
1052,1053,38533668
1052,1052,82479365
1054,1055,3490000
1054,1056,196000000
1057,1058,36271309
1057,1057,55172024
1059,35801,4000000
1059,1059,47820000
1061,1062,6255864
1061,1061,10201272
833,2571,5460
833,793,1684540
833,2571,5460
833,793,1684540
85445,2571,5460
85445,85445,1584540
833,2571,5460
833,793,1214540
833,2571,5460
833,793,1214540
793,926,5460
793,793,992344
85445,2571,5460
85445,85445,984540
1068,84101,5000000
1068,1068,8076957
1070,1071,10000000
1070,1070,22134925
1072,1073,2900000
1072,1074,7170057
1075,57943,3303000
1075,1075,183138131
426,2700,1000000
426,426,25946568
225,2700,4000000
225,225,110437317
1078,57943,6154793
1078,1078,14963671
420,1080,2000000
420,420,27317444
427,2700,5000000
427,427,3010784
1081,1082,14300000
1081,1081,63175
413,2700,5500000
413,413,47803536
413,2700,5500000
413,413,87572072
413,2700,5500000
413,413,7444453
413,2700,5500000
413,413,71152000
420,1083,5500000
420,420,1129760
427,2700,1000000
427,427,1000784
1085,6092,17240000
1085,64868,14149983
1088,4977,10000000
1088,1088,4990000
793,413,40000
793,793,9950000
1091,1092,4300000
1091,1091,4690000
659,2571,12500
659,659,4477500
85445,2571,5460
85445,85445,1744540
833,2571,5460
833,793,1684540
85445,2571,5460
85445,85445,1584540
1093,2571,5460
1093,85445,1284540
793,2571,5460
793,793,1194540
85445,2571,5460
85445,85445,984540
63,8982,100000000
63,63,99990000
413,85445,10000000
413,413,37793536
1097,49891,12156125
1097,1097,95498443
1099,57943,4000000
1099,1099,9623835
1101,1102,1100000
1101,1101,126365900
1103,28402,9383797
1103,1103,5036582
1105,1106,13961425
1105,1105,90314010
1107,1108,2564497
1107,1107,1925503
420,1083,5500000
420,420,1096768
85445,2571,5460
85445,85445,1584540
1093,2571,5460
1093,85445,1284540
1093,2571,5460
1093,85445,1284540
793,2571,5460
793,793,1194540
833,2571,5460
833,793,1184540
814,2571,5460
814,85445,1084540
814,2571,5460
814,85445,1084540
1111,49891,303903
1111,1111,83744
413,659,30000000
413,413,7783536
1113,1114,100000000
1113,64868,447350000
1113,1116,400000000
1117,1118,90000
1117,1119,720000
1117,1120,90000
1117,1117,15858099
420,2700,11000000
420,2700,10000000
420,2700,10000000
420,420,20294351
1121,79781,1002141
1121,1123,398480
79781,1487,100000
79781,1129,1000060
64868,1134,39970000
2571,85445,1000000
2571,2571,2513864
2571,659,7220000
2571,2571,7764791
2571,85445,1790000
2571,2571,907154
2571,85445,1000000
2571,2571,2576874
2571,85445,1000000
2571,2571,2311854
64868,1136,3800000000
64868,64868,14109852
1137,1138,5000000
1137,1139,200990000
920,1141,15000000
920,1142,102980000
408,1143,20289250
408,1144,75070000
155,1145,51195413
155,14987,17666377
383,86371,26696000
383,14981,1045468000
675,1148,68883428
675,1149,1004990000
1150,1151,16638839
1150,5996,1937518
1154,1155,1000050
1154,1156,1334000
1158,72073,1077667
1158,9137,2000000
1162,1163,1591779
1162,73,328222
1165,83250,1011262
1165,9137,1300000
1168,1169,115720414
1168,1170,1557460436
1172,1173,4950218
1172,1174,99990000
890,1176,15386983
890,17178,182990499
1108,1178,2564497
1108,1179,99980000
1062,1143,6255864
1062,16232,97039357
889,1181,20700000
889,889,36931860
1182,79781,990781
1182,1184,1013414
9137,83250,1757500
9137,9137,115000
9137,69037,2184900
9137,9137,99600
9137,50279,6661500
9137,9137,911167
9137,83250,2230429
9137,9137,142071
9137,69037,775500
9137,9137,497000
9137,69037,1445929
9137,9137,102404
9137,63988,2213167
9137,9137,359333
64868,83420,64906300
1188,1117,1000000
1188,1189,94010000
64868,28402,7788236
60160,60160,1000254
60160,34643,1247500000
1200,6173,1018595
1200,20196,100000000
64868,81616,50000
64868,64868,551231000
1209,1210,100000
1209,1211,1000101
1032,57943,31800000
1032,1032,73000
64868,1215,223000000
64868,64868,87574
64868,1217,200660421
64868,64868,15452739
64868,57943,4146828
64868,64868,69420
64868,1221,15000000
64868,64868,957134
1221,1075,15000000
1221,14957,52980000
1088,4977,5000000
1088,1088,15726
1223,83250,1001191
1223,9137,1500000
9137,69037,5500
9137,9137,1483500
1230,1231,310714891
1230,1230,1000044
1239,83250,1005072
1239,9137,4300000
9137,83250,5614833
9137,9137,157667
1243,1244,5140000
1243,6173,1006917
1248,83250,1003300
1248,9137,2600000
9137,83250,5098000
9137,9137,1272000
1252,1253,124950000
1252,20139,1037949
64868,1262,3780985
64868,1263,50000000
1264,1265,50980000
1264,64592,1000532
63988,9137,540000
9137,63988,5500
9137,9137,523500
64868,1273,98881794
64868,1117,2050000
64868,13784,40190000
1277,64868,28236156
1277,64592,1034209
1014,1013,40000000
1014,1014,1655227
1283,2700,1000000
1283,2700,1000000
1283,2700,1000000
1283,2700,1482810
1283,2700,1126630
1283,2700,1414420
1283,2700,1831050
1283,2700,1220700
1283,2700,3051800
1283,2700,1525900
1283,2700,1252354
1283,1283,78474336
1283,2700,1000000
1283,2700,1000000
1283,2700,1000000
1283,2700,1482810
1283,2700,1126630
1283,2700,1414420
1283,2700,1831050
1283,2700,1220700
1283,2700,3051800
1283,2700,1525900
1283,2700,3008214
1283,1283,46296612
2571,659,1000000
2571,2571,3610205
64868,85993,865681
64868,4022,200000
64868,64868,2193243
64868,84101,1250000
64868,64868,20460
1293,1294,52099
1293,1295,40500000
1300,1301,10001956
1300,1302,2050001
1300,1303,2044041
1300,1304,1907342
1300,1305,1154180
1300,1306,81986
1300,1307,37435
1300,1308,37346
1300,1309,37080
1300,1310,37080
1300,1311,36903
1300,1312,36903
1300,1313,36903
1300,1314,36725
1300,1315,36725
1300,1316,36637
1300,1317,36548
1300,1318,36370
1300,1319,36370
1300,1320,36370
1300,1321,36193
1300,85770,36193
1300,1323,36104
1300,1324,36016
1300,1325,68421778
1300,1326,35838
1300,1327,35749
1300,1328,35661
1300,1329,35483
1300,1330,35306
1300,1331,35129
1300,1332,35040
1300,1333,35040
1300,1334,34862
1300,1335,34774
1300,1336,34774
1300,1337,34685
1300,1338,34330
1300,1339,34241
1300,1340,34153
1300,1341,34153
1300,1342,34153
1300,1343,34064
1300,1344,33532
1300,1345,33532
1300,1346,33266
1300,1347,33177
1300,1348,32556
1300,1349,32556
1300,1350,32379
1300,85770,28564
1300,1352,27677
1300,1353,27056
1300,1354,23268
1300,1355,19693
1300,1356,16943
1300,1357,13927
1300,1358,13572
1300,1359,10734
64868,1361,820000
420,1083,5500000
420,420,2840440
1013,1014,39000000
1013,1013,3911000
1014,2700,1680000
1014,1014,37270000
1362,1363,6000000
64868,85993,29970000
1370,3332,1001646
1370,64868,35630576
1377,42969,499995000
1377,64868,1065000
1377,64612,239860000
1377,1381,99990000
1377,64868,1414696
1377,1383,35102900
1377,1384,51013333
1377,1385,1885000
1390,11431,13510
1390,11431,11040
1390,11431,19440
1390,1394,42168
1390,1395,49528
1390,11431,11410
1390,1397,10400
1390,1398,48960
1390,1399,16968
1390,1400,36160
1390,21508,40800
1390,21508,32800
1390,1403,50400
1390,21508,20700
1390,21508,56568
1390,1406,21600
1390,1407,56568
1390,21508,18660
1390,85993,34400
1390,21508,41360
1390,21508,20488
1390,79781,45368
1390,21508,40800
1390,21508,34008
1390,21508,75768
1390,21508,41600
1390,1417,35200
1390,1418,13292
1390,21508,21600
1390,1420,26568
1390,1421,15530
1390,21508,38400
1390,1423,42640
1390,1424,28000
1390,21508,41840
1390,1429,12271
1390,1427,20800
1390,1428,28800
1390,1429,12271
1390,1430,41360
1390,1429,10371
1390,1429,10871
1390,1433,16800
1390,1434,11922
1390,1429,12271
1390,85770,11360
1390,1437,53600
1390,1438,44568
1390,21508,50168
1390,1440,42960
1390,1429,12271
1390,1442,31120
1390,21508,38400
1390,1444,64336
1390,1429,10871
1390,21508,23768
1390,1447,30400
1390,1448,43200
1390,1429,10871
1390,1450,26560
1390,1451,40400
1390,21508,24000
1390,1453,34168
1390,21508,58168
1390,21508,14400
1390,21508,36000
1390,85770,24960
1390,21508,40328
1390,1459,40800
1390,1460,40568
1390,1461,28960
1390,21508,13368
1390,1463,36800
1390,21508,18168
1390,1465,26400
1390,21508,36000
1390,21508,40000
1390,1468,33368
1390,1469,24568
1390,1470,55768
1390,1471,28000
1390,1472,74168
1390,1473,53368
1390,21508,16000
1390,21508,10400
1390,1476,60248
1390,1477,16808
1390,21508,45368
1390,85993,34168
1390,11431,10740
1390,21508,36800
1390,1482,20000
1390,1483,10811
1390,21508,32000
1390,1485,11360
1390,1486,76648
1390,1487,38400
1390,86371,20000
1390,1489,12681
1390,1490,11680
1390,1491,25600
1390,1492,27911
1390,85770,28960
1390,21508,14400
1390,21508,36800
1390,21508,11200
1390,79781,14640
1390,1498,11360
1390,1499,47600
1390,21508,45368
1390,1501,10400
1390,1502,40960
1390,11431,12140
1390,1504,20000
1390,11431,10740
1390,1506,36160
1390,1507,34640
1390,1508,426284042
1390,79781,45360
1390,1510,10670
1390,1511,10368
1390,1512,19136
1390,1513,32000
1390,11431,12140
1390,1515,37600
1390,11431,10740
1390,11431,10610
1390,1518,28160
1390,1519,61128
1390,1520,36000
1390,1521,33128
1390,21508,16000
1390,11431,10740
1390,11431,10740
1390,1525,38968
1390,1526,47360
1390,1527,17660
1390,11431,10740
1390,21508,37128
1390,1530,44000
1390,1531,22400
1390,1532,26880
1390,11431,10740
1390,11431,10740
1390,1535,22400
1390,11431,10740
1390,79781,40960
1390,1538,15130
1390,1539,35200
1390,1540,31248
1390,1541,44160
1390,1542,39200
1390,21508,14400
1390,1544,40000
1390,1545,40568
1390,21508,11460
1390,1547,14400
1390,1548,17128
1390,1549,16800
1390,21508,12000
1390,1551,40800
1390,1552,30400
1390,1553,27200
1390,1554,17368
1390,21508,21860
1390,21508,14400
1390,1557,47200
1390,1558,12400
1390,21508,14400
1390,1560,36000
1390,1561,15641
1390,1562,11528
1390,21508,12800
1390,1564,10400
1390,1565,18560
1390,1566,22400
1390,1567,11800
1390,1568,15230
1390,21508,14400
1390,21508,36800
1390,1571,60000
1390,1572,55760
1390,1573,46168
1390,1574,25760
1390,21508,10400
1390,1576,22800
1390,1577,30400
1390,1578,45600
1390,21508,16408
1390,1580,40808
1390,1581,36000
1390,1582,13128
1390,21508,25600
1390,1584,14400
1390,21508,56868
1390,1586,18400
1390,1587,50400
1390,1588,20168
1390,1589,10568
1390,1590,44710
1390,21508,14968
1390,21508,10400
1390,1593,11580
1390,21508,40000
1390,1595,21208
1390,1596,36160
1390,1597,10400
1390,21508,36800
1390,1599,13540
1390,21508,32000
1390,21508,20008
1390,1602,63136
1390,1603,10400
1390,21508,32800
1390,1605,43911
1390,1606,29928
1390,21508,33060
1390,1608,24000
1390,1609,24000
1390,1610,33368
1390,1611,47200
1390,21508,25600
1390,21508,44800
1390,1614,37600
1390,1615,33768
1390,1616,11620
1390,86371,50400
1390,1618,52960
1390,86371,26400
1390,1620,18888
1390,21508,19768
1390,1622,10400
64868,793,3800000
64868,64868,33997
1176,1624,840000000
1176,1176,6705530
64868,1626,51000000
64868,64868,8950000
64868,2700,5000000
64868,64868,1200240
64868,1629,358515
64868,1630,72000000
420,1083,5500000
420,420,3472178
1634,86371,50000000
2081,2082,1000000
2081,2081,3998990000
2083,2084,30651852
2083,2085,296500487
2083,2086,578740382
2083,2087,98342773113
2088,2089,156537292
2088,2090,45484342405
2088,47416,973070303
64868,2093,141675317
2095,2096,10611062
2095,57943,59000000
2095,30379,1475593547
2095,2099,28454745391
2100,2101,510000
2100,14555,1999440000
2103,2104,25570000
2103,2105,1243607510
2103,2106,1243607510
2103,2107,1243607510
2103,2108,1243607470
2103,2109,2564613
2111,2112,14999800000
2111,2113,1228245802
2111,2114,450900000
2111,14500,100100000
2111,2116,475355618
2119,2120,1006336
2119,19415,100000000
64868,41828,238095238
64868,64868,53882094
64868,2129,2784274
64868,86371,112500000
2131,2132,5350000
2131,2131,50418000
2133,2134,39273700
2133,2135,1006300
2136,2137,1254520
2136,254,400000000
2139,2140,29600000
2139,2139,69967305
2141,2142,3000000000
2144,86289,1832485
2144,2146,5231552522
2147,2148,6902548
2147,2147,46717974
2149,2150,400000000
2149,48673,684592762
2153,60160,64929680
2153,2155,53870320
2156,2156,2991000
2156,74312,11869000
659,2571,6964901
659,659,67099
2158,2159,30758160
2158,86371,2141840
85445,2571,1617671
85445,85445,289776
2104,84101,25570000
2104,2163,1348270
202,65541,200000000
202,2165,1387499
2166,2167,25570000
2166,2168,130505882
2166,2179,2314651
2167,84101,25570000
2167,2172,2214651
2173,2174,25000000
2173,2175,234900000
2173,2176,573263
2174,2507,25000000
2174,2179,77158
440,86132,3169900
440,86132,1064885
659,2571,17988318
659,659,7259782
659,2571,14420739
659,659,6778761
1129,79781,1651862
1129,85993,2652198
2571,814,1000000
2571,2571,2775597
2571,1093,1340000
2571,2571,2397291
2571,1093,1160000
2571,2571,2505597
2571,1093,1000000
2571,2571,298183
2571,1093,1000000
2571,2571,174652
2571,1093,1000000
2571,2571,271410
2187,2188,5000000
2187,2187,900000
1114,2189,5000000
1114,1114,22480000
2190,2191,3950000
2190,2192,1040000
63988,63988,503167
63988,9137,1700000
2194,3332,1997820
2194,2196,1656809
987,2700,3000000
987,987,1392965
987,2700,2000000
987,987,865392
9137,63988,5500
9137,9137,1683500
837,2571,5460
837,837,1904539
2198,2199,17000000
2198,2198,87028697
420,2200,3000000
420,420,37016960
